offline_datapoint_0 1664213839 8390266880,000
offline_datapoint_2 1664213837 35,987
offline_datapoint_4 1664213837 1261,969
offline_datapoint_3 1664213837 1,319
offline_datapoint_1 1664213840 21,305
offline_datapoint_0 1664213842 8375762944,000
offline_datapoint_2 1664213840 15,103
offline_datapoint_4 1664213840 896,723
offline_datapoint_3 1664213840 0,923
offline_datapoint_1 1664213843 21,268
offline_datapoint_0 1664213845 8357322752,000
offline_datapoint_2 1664213843 15,923
offline_datapoint_4 1664213843 990,027
offline_datapoint_3 1664213843 1,228
offline_datapoint_1 1664213846 21,222
offline_datapoint_0 1664213848 8363921408,000
offline_datapoint_2 1664213846 14,360
offline_datapoint_4 1664213846 978,145
offline_datapoint_3 1664213846 0,884
offline_datapoint_1 1664213849 21,238
offline_datapoint_0 1664213851 8370241536,000
offline_datapoint_2 1664213849 16,968
offline_datapoint_4 1664213849 805,954
offline_datapoint_3 1664213849 1,170
offline_datapoint_1 1664213852 21,254
offline_datapoint_0 1664213854 8367689728,000
offline_datapoint_2 1664213852 16,023
offline_datapoint_4 1664213852 917,752
offline_datapoint_3 1664213852 0,959
offline_datapoint_1 1664213855 21,248
offline_datapoint_0 1664213857 8369889280,000
offline_datapoint_2 1664213855 15,912
offline_datapoint_4 1664213855 953,988
offline_datapoint_3 1664213855 1,621
offline_datapoint_1 1664213858 21,253
offline_datapoint_0 1664213860 8379592704,000
offline_datapoint_2 1664213858 16,756
offline_datapoint_4 1664213858 1037,127
offline_datapoint_3 1664213858 1,162
offline_datapoint_1 1664213861 21,278
offline_datapoint_0 1664213863 8386113536,000
offline_datapoint_2 1664213861 14,797
offline_datapoint_4 1664213861 918,134
offline_datapoint_3 1664213861 1,685
offline_datapoint_1 1664213864 21,295
offline_datapoint_0 1664213866 8398241792,000
offline_datapoint_2 1664213864 17,875
offline_datapoint_4 1664213864 1116,402
offline_datapoint_3 1664213864 1,050
offline_datapoint_1 1664213867 21,325
offline_datapoint_0 1664213869 8403083264,000
offline_datapoint_2 1664213867 16,577
offline_datapoint_4 1664213867 1012,210
offline_datapoint_3 1664213867 1,438
offline_datapoint_1 1664213870 21,338
offline_datapoint_0 1664213872 8245620736,000
offline_datapoint_2 1664213870 16,485
offline_datapoint_4 1664213870 987,398
offline_datapoint_3 1664213870 1,156
offline_datapoint_1 1664213873 20,938
offline_datapoint_0 1664213875 8247390208,000
offline_datapoint_2 1664213873 17,616
offline_datapoint_4 1664213873 1052,822
offline_datapoint_3 1664213873 1,497
offline_datapoint_1 1664213876 20,942
offline_datapoint_0 1664213878 8243945472,000
offline_datapoint_2 1664213876 14,791
offline_datapoint_4 1664213876 827,961
offline_datapoint_3 1664213876 1,415
offline_datapoint_1 1664213879 20,934
offline_datapoint_0 1664213881 8253894656,000
offline_datapoint_2 1664213879 17,172
offline_datapoint_4 1664213879 1048,516
offline_datapoint_3 1664213879 1,019
offline_datapoint_1 1664213882 20,959
offline_datapoint_0 1664213884 8256442368,000
offline_datapoint_2 1664213882 16,422
offline_datapoint_4 1664213882 963,146
offline_datapoint_3 1664213882 0,913
offline_datapoint_1 1664213885 20,965
offline_datapoint_0 1664213887 8264601600,000
offline_datapoint_2 1664213885 16,473
offline_datapoint_4 1664213885 1079,968
offline_datapoint_3 1664213885 1,623
offline_datapoint_1 1664213888 20,986
offline_datapoint_0 1664213890 8271028224,000
offline_datapoint_2 1664213888 17,754
offline_datapoint_4 1664213888 1002,392
offline_datapoint_3 1664213888 1,150
offline_datapoint_1 1664213891 21,002
offline_datapoint_0 1664213893 8281243648,000
offline_datapoint_2 1664213891 15,925
offline_datapoint_4 1664213891 945,217
offline_datapoint_3 1664213891 1,388
offline_datapoint_1 1664213894 21,028
offline_datapoint_0 1664213896 8294031360,000
offline_datapoint_2 1664213894 17,995
offline_datapoint_4 1664213894 1022,421
offline_datapoint_3 1664213894 1,326
offline_datapoint_1 1664213897 21,061
offline_datapoint_0 1664213899 8294850560,000
offline_datapoint_2 1664213897 16,737
offline_datapoint_4 1664213897 1012,438
offline_datapoint_3 1664213897 1,338
offline_datapoint_1 1664213900 21,063
offline_datapoint_0 1664213902 8296914944,000
offline_datapoint_2 1664213900 15,078
offline_datapoint_4 1664213900 953,421
offline_datapoint_3 1664213900 1,420
offline_datapoint_1 1664213903 21,068
offline_datapoint_0 1664213905 8303366144,000
offline_datapoint_2 1664213903 16,369
offline_datapoint_4 1664213903 1051,988
offline_datapoint_3 1664213903 0,996
offline_datapoint_1 1664213906 21,085
offline_datapoint_0 1664213908 8311832576,000
offline_datapoint_2 1664213906 16,055
offline_datapoint_4 1664213906 997,306
offline_datapoint_3 1664213906 0,950
offline_datapoint_1 1664213909 21,106
offline_datapoint_0 1664213911 8322170880,000
offline_datapoint_2 1664213909 18,174
offline_datapoint_4 1664213909 1040,901
offline_datapoint_3 1664213909 0,910
offline_datapoint_1 1664213912 21,132
offline_datapoint_0 1664213914 8322748416,000
offline_datapoint_2 1664213912 15,365
offline_datapoint_4 1664213912 976,415
offline_datapoint_3 1664213912 0,938
offline_datapoint_1 1664213915 21,134
offline_datapoint_0 1664213917 8331902976,000
offline_datapoint_2 1664213915 17,097
offline_datapoint_4 1664213915 1193,308
offline_datapoint_3 1664213915 1,059
offline_datapoint_1 1664213918 21,157
offline_datapoint_0 1664213920 8343314432,000
offline_datapoint_2 1664213918 17,726
offline_datapoint_4 1664213918 1233,115
offline_datapoint_3 1664213918 1,159
offline_datapoint_1 1664213921 21,186
offline_datapoint_0 1664213923 8351703040,000
offline_datapoint_2 1664213921 16,135
offline_datapoint_4 1664213921 1088,830
offline_datapoint_3 1664213921 1,075
offline_datapoint_1 1664213924 21,207
offline_datapoint_0 1664213926 8365342720,000
offline_datapoint_2 1664213924 19,061
offline_datapoint_4 1664213924 1216,006
offline_datapoint_3 1664213924 1,167
offline_datapoint_1 1664213927 21,242
offline_datapoint_0 1664213929 8368037888,000
offline_datapoint_2 1664213927 17,026
offline_datapoint_4 1664213927 1018,116
offline_datapoint_3 1664213927 1,237
offline_datapoint_1 1664213930 21,249
offline_datapoint_0 1664213932 8371052544,000
offline_datapoint_2 1664213930 18,090
offline_datapoint_4 1664213930 1116,559
offline_datapoint_3 1664213930 1,299
offline_datapoint_1 1664213933 21,256
offline_datapoint_0 1664213935 8378032128,000
offline_datapoint_2 1664213933 17,607
offline_datapoint_4 1664213933 1095,420
offline_datapoint_3 1664213933 1,339
offline_datapoint_1 1664213936 21,274
offline_datapoint_0 1664213938 8387321856,000
offline_datapoint_2 1664213936 15,245
offline_datapoint_4 1664213936 1041,807
offline_datapoint_3 1664213936 1,428
offline_datapoint_1 1664213939 21,298
offline_datapoint_0 1664213941 8198516736,000
offline_datapoint_2 1664213939 17,583
offline_datapoint_4 1664213939 991,707
offline_datapoint_3 1664213939 1,420
offline_datapoint_1 1664213942 20,818
offline_datapoint_0 1664213944 8192630784,000
offline_datapoint_2 1664213942 15,430
offline_datapoint_4 1664213942 1082,987
offline_datapoint_3 1664213942 1,707
offline_datapoint_1 1664213945 20,803
offline_datapoint_0 1664213947 8199389184,000
offline_datapoint_2 1664213945 16,225
offline_datapoint_4 1664213945 1011,217
offline_datapoint_3 1664213945 0,795
offline_datapoint_1 1664213948 20,821
offline_datapoint_0 1664213950 8202928128,000
offline_datapoint_2 1664213948 16,763
offline_datapoint_4 1664213948 1003,390
offline_datapoint_3 1664213948 1,073
offline_datapoint_1 1664213951 20,830
offline_datapoint_0 1664213953 8206331904,000
offline_datapoint_2 1664213951 14,928
offline_datapoint_4 1664213951 1032,137
offline_datapoint_3 1664213951 1,245
offline_datapoint_1 1664213954 20,838
offline_datapoint_0 1664213956 8218820608,000
offline_datapoint_2 1664213954 17,720
offline_datapoint_4 1664213954 1000,589
offline_datapoint_3 1664213954 1,402
offline_datapoint_1 1664213957 20,870
offline_datapoint_0 1664213959 8247549952,000
offline_datapoint_2 1664213957 16,527
offline_datapoint_4 1664213957 1082,706
offline_datapoint_3 1664213957 1,481
offline_datapoint_1 1664213960 20,943
