127 1662720794 1,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720795 1,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720796 1,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720797 1,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720798 1,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720799 1,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720800 1,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720801 1,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720802 1,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720803 1,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720804 2,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720805 2,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720806 2,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720807 2,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720808 2,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720809 1,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720810 1,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720811 1,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720812 1,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720813 1,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720814 3,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720815 3,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720816 3,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720817 3,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720818 3,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720819 2,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720820 2,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720821 2,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720822 2,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720823 2,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720824 5,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720825 5,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720826 5,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720827 5,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720828 5,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720829 1,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720830 1,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720831 1,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720832 1,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720833 1,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720834 3,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720835 3,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720836 3,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720837 3,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720838 3,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720839 1,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720840 1,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720841 1,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720842 1,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720843 1,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720844 2,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720845 2,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720846 2,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720847 2,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720848 2,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720849 1,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720850 1,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720851 1,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720852 1,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720853 1,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720854 4,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720855 4,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720856 4,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720857 4,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720858 4,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720859 2,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720860 2,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720861 2,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720862 2,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720863 2,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720864 4,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720865 4,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720866 4,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720867 4,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720868 4,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720869 3,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720870 3,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720871 3,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720872 3,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720873 3,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720874 6,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720875 6,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720876 6,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720877 6,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720878 6,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720879 5,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720880 5,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720881 5,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720882 5,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720883 5,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720884 7,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720885 7,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720886 7,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720887 7,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720888 7,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720889 3,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720890 3,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720891 3,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720892 3,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720893 3,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720894 3,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720895 3,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720896 3,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720897 3,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720898 3,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720899 1,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720900 1,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720901 1,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720902 1,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720903 1,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720904 2,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720905 2,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720906 2,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720907 2,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720908 2,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720909 0,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720910 0,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720911 0,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720912 0,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720913 0,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720914 1,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720915 1,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720916 1,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720917 1,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720918 1,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720919 2,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720920 2,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720921 2,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720922 2,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720923 2,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720924 6,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720925 6,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720926 6,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720927 6,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720928 6,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720929 3,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720930 3,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720931 3,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720932 3,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720933 3,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720934 3,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720935 3,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720936 3,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720937 3,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720938 3,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720939 1,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720940 1,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720941 1,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720942 1,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720943 1,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662720944 6,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720945 6,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720946 6,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720947 6,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720948 6,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720949 5,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720950 5,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720951 5,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720952 5,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720953 5,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720954 4,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720955 4,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720956 4,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720957 4,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720958 4,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720959 2,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720960 2,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720961 2,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720962 2,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720963 2,400000 -1,000000 -101,000000 0,000000 0,000000
127 1662720964 3,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720965 3,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720966 3,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720967 3,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720968 3,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720969 1,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720970 1,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720971 1,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720972 1,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720973 1,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720974 3,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720975 3,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720976 3,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720977 3,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720978 3,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720979 4,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720980 4,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720981 4,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720982 4,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720983 4,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662720984 5,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720985 5,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720986 5,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720987 5,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720988 5,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720989 4,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720990 4,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720991 4,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720992 4,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720993 4,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662720994 2,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720995 2,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720996 2,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720997 2,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720998 2,000000 -1,000000 -101,000000 0,000000 0,000000
127 1662720999 1,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662721000 1,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662721001 1,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662721002 1,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662721003 1,800000 -1,000000 -101,000000 0,000000 0,000000
127 1662721004 4,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662721005 4,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662721006 4,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662721007 4,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662721008 4,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662721009 4,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662721010 4,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662721011 4,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662721012 4,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662721013 4,600000 -1,000000 -101,000000 0,000000 0,000000
127 1662721014 4,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662721015 4,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662721016 4,200000 -1,000000 -101,000000 0,000000 0,000000
127 1662721017 4,200000 -1,000000 -101,000000 0,000000 0,000000
