132 1663841421 2496,200000 -1,000000 -101,000000 0,000000 0,000000
132 1663841422 2496,200000 -1,000000 -101,000000 0,000000 0,000000
132 1663841423 2496,200000 -1,000000 -101,000000 0,000000 0,000000
132 1663841424 2496,200000 -1,000000 -101,000000 0,000000 0,000000
132 1663841425 2496,200000 -1,000000 -101,000000 0,000000 0,000000
132 1663841426 1574,600000 -1,000000 -101,000000 0,000000 0,000000
132 1663841427 1574,600000 -1,000000 -101,000000 0,000000 0,000000
132 1663841428 1574,600000 -1,000000 -101,000000 0,000000 0,000000
132 1663841429 1574,600000 -1,000000 -101,000000 0,000000 0,000000
132 1663841430 1574,600000 -1,000000 -101,000000 0,000000 0,000000
132 1663841431 4531,800000 -1,000000 -101,000000 0,000000 0,000000
132 1663841432 4531,800000 -1,000000 -101,000000 0,000000 0,000000
132 1663841433 4531,800000 -1,000000 -101,000000 0,000000 0,000000
132 1663841434 4531,800000 -1,000000 -101,000000 0,000000 0,000000
132 1663841435 4531,800000 -1,000000 -101,000000 0,000000 0,000000
132 1663841436 2115,600000 -1,000000 -101,000000 0,000000 0,000000
132 1663841437 2115,600000 -1,000000 -101,000000 0,000000 0,000000
132 1663841438 2115,600000 -1,000000 -101,000000 0,000000 0,000000
132 1663841439 2115,600000 -1,000000 -101,000000 0,000000 0,000000
132 1663841440 2115,600000 -1,000000 -101,000000 0,000000 0,000000
132 1663841441 5133,200000 -1,000000 -101,000000 0,000000 0,000000
132 1663841442 5133,200000 -1,000000 -101,000000 0,000000 0,000000
132 1663841443 5133,200000 -1,000000 -101,000000 0,000000 0,000000
132 1663841444 5133,200000 -1,000000 -101,000000 0,000000 0,000000
132 1663841445 5133,200000 -1,000000 -101,000000 0,000000 0,000000
132 1663841446 2913,000000 -1,000000 -101,000000 0,000000 0,000000
132 1663841447 2913,000000 -1,000000 -101,000000 0,000000 0,000000
132 1663841448 2913,000000 -1,000000 -101,000000 0,000000 0,000000
132 1663841449 2913,000000 -1,000000 -101,000000 0,000000 0,000000
132 1663841450 2913,000000 -1,000000 -101,000000 0,000000 0,000000
132 1663841451 10499,200000 -1,000000 -101,000000 0,000000 0,000000
132 1663841452 10499,200000 -1,000000 -101,000000 0,000000 0,000000
132 1663841453 10499,200000 -1,000000 -101,000000 0,000000 0,000000
132 1663841454 10499,200000 -1,000000 -101,000000 0,000000 0,000000
132 1663841455 10499,200000 -1,000000 -101,000000 0,000000 0,000000
132 1663841456 2687,400000 -1,000000 -101,000000 0,000000 0,000000
132 1663841457 2687,400000 -1,000000 -101,000000 0,000000 0,000000
132 1663841458 2687,400000 -1,000000 -101,000000 0,000000 0,000000
132 1663841459 2687,400000 -1,000000 -101,000000 0,000000 0,000000
132 1663841460 2687,400000 -1,000000 -101,000000 0,000000 0,000000
132 1663841461 6017,000000 -1,000000 -101,000000 0,000000 0,000000
132 1663841462 6017,000000 -1,000000 -101,000000 0,000000 0,000000
132 1663841463 6017,000000 -1,000000 -101,000000 0,000000 0,000000
132 1663841464 6017,000000 -1,000000 -101,000000 0,000000 0,000000
132 1663841465 6017,000000 -1,000000 -101,000000 0,000000 0,000000
132 1663841466 3062,000000 -1,000000 -101,000000 0,000000 0,000000
132 1663841467 3062,000000 -1,000000 -101,000000 0,000000 0,000000
132 1663841468 3062,000000 -1,000000 -101,000000 0,000000 0,000000
132 1663841469 3062,000000 -1,000000 -101,000000 0,000000 0,000000
132 1663841470 3062,000000 -1,000000 -101,000000 0,000000 0,000000
132 1663841471 4532,200000 -1,000000 -101,000000 0,000000 0,000000
132 1663841472 4532,200000 -1,000000 -101,000000 0,000000 0,000000
132 1663841473 4532,200000 -1,000000 -101,000000 0,000000 0,000000
132 1663841474 4532,200000 -1,000000 -101,000000 0,000000 0,000000
132 1663841475 4532,200000 -1,000000 -101,000000 0,000000 0,000000
132 1663841476 2116,400000 -1,000000 -101,000000 0,000000 0,000000
132 1663841477 2116,400000 -1,000000 -101,000000 0,000000 0,000000
132 1663841478 2116,400000 -1,000000 -101,000000 0,000000 0,000000
132 1663841479 2116,400000 -1,000000 -101,000000 0,000000 0,000000
132 1663841480 2116,400000 -1,000000 -101,000000 0,000000 0,000000
