113 1662720789 0,400000 -1,000000 -101,000000 0,000000 0,000000
113 1662720790 0,400000 -1,000000 -101,000000 0,000000 0,000000
113 1662720791 0,400000 -1,000000 -101,000000 0,000000 0,000000
113 1662720792 0,400000 -1,000000 -101,000000 0,000000 0,000000
113 1662720793 0,400000 -1,000000 -101,000000 0,000000 0,000000
113 1662720794 0,200000 -1,000000 -101,000000 0,000000 0,000000
113 1662720795 0,200000 -1,000000 -101,000000 0,000000 0,000000
113 1662720796 0,200000 -1,000000 -101,000000 0,000000 0,000000
113 1662720797 0,200000 -1,000000 -101,000000 0,000000 0,000000
113 1662720798 0,200000 -1,000000 -101,000000 0,000000 0,000000
113 1662720799 0,600000 -1,000000 -101,000000 0,000000 0,000000
113 1662720800 0,600000 -1,000000 -101,000000 0,000000 0,000000
113 1662720801 0,600000 -1,000000 -101,000000 0,000000 0,000000
113 1662720802 0,600000 -1,000000 -101,000000 0,000000 0,000000
113 1662720803 0,600000 -1,000000 -101,000000 0,000000 0,000000
113 1662720804 0,400000 -1,000000 -101,000000 0,000000 0,000000
113 1662720805 0,400000 -1,000000 -101,000000 0,000000 0,000000
113 1662720806 0,400000 -1,000000 -101,000000 0,000000 0,000000
113 1662720807 0,400000 -1,000000 -101,000000 0,000000 0,000000
113 1662720808 0,400000 -1,000000 -101,000000 0,000000 0,000000
113 1662720809 0,800000 -1,000000 -101,000000 0,000000 0,000000
113 1662720810 0,800000 -1,000000 -101,000000 0,000000 0,000000
113 1662720811 0,800000 -1,000000 -101,000000 0,000000 0,000000
113 1662720812 0,800000 -1,000000 -101,000000 0,000000 0,000000
113 1662720813 0,800000 -1,000000 -101,000000 0,000000 0,000000
113 1662720814 0,600000 -1,000000 -101,000000 0,000000 0,000000
113 1662720815 0,600000 -1,000000 -101,000000 0,000000 0,000000
113 1662720816 0,600000 -1,000000 -101,000000 0,000000 0,000000
113 1662720817 0,600000 -1,000000 -101,000000 0,000000 0,000000
113 1662720818 0,600000 -1,000000 -101,000000 0,000000 0,000000
113 1662720819 1,600000 -1,000000 -101,000000 0,000000 0,000000
113 1662720820 1,600000 -1,000000 -101,000000 0,000000 0,000000
