133 1662720790 0,000000 0,000000 -101,000000 0,000000 0,000000
133 1662720791 0,000000 0,000000 -101,000000 0,000000 0,000000
133 1662720792 0,000000 0,000000 -101,000000 0,000000 0,000000
133 1662720793 0,000000 0,000000 -101,000000 0,000000 0,000000
133 1662720794 4,000000 0,200000 0,800000 0,800000 -20,200000
133 1662720795 4,000000 0,200000 1,600000 1,600000 -20,200000
133 1662720796 4,000000 0,200000 2,400000 2,400000 -20,200000
133 1662720797 4,000000 0,200000 3,200000 3,200000 -20,200000
133 1662720798 4,000000 0,200000 4,000000 4,000000 -20,200000
133 1662720799 1,000000 0,400000 4,400000 4,400000 -20,200000
133 1662720800 1,000000 0,400000 4,800000 4,800000 -20,200000
133 1662720801 1,000000 0,400000 5,200000 5,200000 -20,200000
133 1662720802 1,000000 0,400000 5,600000 5,600000 -20,200000
133 1662720803 1,000000 0,400000 6,000000 6,000000 -20,200000
133 1662720804 0,500000 0,800000 6,400000 6,400000 -20,200000
133 1662720805 0,500000 0,800000 6,800000 6,800000 -20,200000
133 1662720806 0,500000 0,800000 7,200000 7,200000 -20,200000
133 1662720807 0,500000 0,800000 7,600000 7,600000 -20,200000
133 1662720808 0,500000 0,800000 8,000000 8,000000 -20,200000
133 1662720809 0,000000 1,200000 8,000000 8,000000 -20,200000
133 1662720810 0,000000 1,200000 8,000000 8,000000 -20,200000
133 1662720811 0,000000 1,200000 8,000000 8,000000 -20,200000
133 1662720812 0,000000 1,200000 8,000000 8,000000 -20,200000
133 1662720813 0,000000 1,200000 8,000000 8,000000 -20,200000
133 1662720814 0,111111 1,800000 8,200000 8,200000 -20,200000
133 1662720815 0,111111 1,800000 8,400000 8,400000 -20,200000
133 1662720816 0,111111 1,800000 8,600000 8,600000 -20,200000
133 1662720817 0,111111 1,800000 8,800000 8,800000 -20,200000
133 1662720818 0,111111 1,800000 9,000000 9,000000 -20,200000
133 1662720819 0,076923 2,600000 9,200000 9,200000 -20,200000
133 1662720820 0,076923 2,600000 9,400000 9,400000 -20,200000
133 1662720821 0,076923 2,600000 9,600000 9,600000 -20,200000
133 1662720822 0,076923 2,600000 9,800000 9,800000 -20,200000
133 1662720823 0,076923 2,600000 10,000000 10,000000 -20,200000
133 1662720824 0,000000 3,600000 10,000000 10,000000 -20,200000
133 1662720825 0,000000 3,600000 10,000000 10,000000 -20,200000
133 1662720826 0,000000 3,600000 10,000000 10,000000 -20,200000
133 1662720827 0,000000 3,600000 10,000000 10,000000 -20,200000
133 1662720828 0,000000 3,600000 10,000000 10,000000 -20,200000
133 1662720829 0,105263 3,800000 10,400000 10,400000 -20,200000
133 1662720830 0,105263 3,800000 10,800000 10,800000 -20,200000
133 1662720831 0,105263 3,800000 11,200000 11,200000 -20,200000
133 1662720832 0,105263 3,800000 11,600000 11,600000 -20,200000
133 1662720833 0,105263 3,800000 12,000000 12,000000 -20,200000
133 1662720834 -0,045455 4,400000 11,800000 11,800000 -20,200000
133 1662720835 -0,045455 4,400000 11,600000 11,600000 -20,200000
133 1662720836 -0,045455 4,400000 11,400000 11,400000 -20,200000
133 1662720837 -0,045455 4,400000 11,200000 11,200000 -20,200000
133 1662720838 -0,045455 4,400000 11,000000 11,000000 -20,200000
133 1662720839 0,086957 4,600000 11,400000 11,400000 -20,200000
133 1662720840 0,086957 4,600000 11,800000 11,800000 -20,200000
133 1662720841 0,086957 4,600000 12,200000 12,200000 -20,200000
133 1662720842 0,086957 4,600000 12,600000 12,600000 -20,200000
133 1662720843 0,086957 4,600000 13,000000 13,000000 -20,200000
133 1662720844 0,080000 5,000000 13,400000 13,400000 -20,200000
133 1662720845 0,080000 5,000000 13,800000 13,800000 -20,200000
133 1662720846 0,080000 5,000000 14,200000 14,200000 -20,200000
133 1662720847 0,080000 5,000000 14,600000 14,600000 -20,200000
133 1662720848 0,080000 5,000000 15,000000 15,000000 -20,200000
133 1662720849 -0,037037 5,400000 14,800000 14,800000 -20,200000
133 1662720850 -0,037037 5,400000 14,600000 14,600000 -20,200000
133 1662720851 -0,037037 5,400000 14,400000 14,400000 -20,200000
133 1662720852 -0,037037 5,400000 14,200000 14,200000 -20,200000
133 1662720853 -0,037037 5,400000 14,000000 14,000000 -20,200000
133 1662720854 0,133333 6,000000 14,800000 14,800000 -20,200000
133 1662720855 0,133333 6,000000 15,600000 15,600000 -20,200000
133 1662720856 0,133333 6,000000 16,400000 16,400000 -20,200000
133 1662720857 0,133333 6,000000 17,200000 17,200000 -20,200000
133 1662720858 0,133333 6,000000 18,000000 18,000000 -20,200000
133 1662720859 -0,029412 6,800000 17,800000 17,800000 -20,200000
133 1662720860 -0,029412 6,800000 17,600000 17,600000 -20,200000
133 1662720861 -0,029412 6,800000 17,400000 17,400000 -20,200000
133 1662720862 -0,029412 6,800000 17,200000 17,200000 -20,200000
133 1662720863 -0,029412 6,800000 17,000000 17,000000 -20,200000
133 1662720864 0,000000 7,800000 17,000000 17,000000 -20,200000
133 1662720865 0,000000 7,800000 17,000000 17,000000 -20,200000
133 1662720866 0,000000 7,800000 17,000000 17,000000 -20,200000
133 1662720867 0,000000 7,800000 17,000000 17,000000 -20,200000
133 1662720868 0,000000 7,800000 17,000000 17,000000 -20,200000
133 1662720869 0,095238 8,400000 17,800000 17,800000 -20,200000
133 1662720870 0,095238 8,400000 18,600000 18,600000 -20,200000
133 1662720871 0,095238 8,400000 19,400000 19,400000 -20,200000
133 1662720872 0,095238 8,400000 20,200000 20,200000 -20,200000
133 1662720873 0,095238 8,400000 21,000000 21,000000 -20,200000
133 1662720874 0,152174 9,200000 22,400000 22,400000 -20,200000
133 1662720875 0,152174 9,200000 23,800000 23,800000 -20,200000
133 1662720876 0,152174 9,200000 25,200000 25,200000 -20,200000
