102 1664215533 0,200000 -1,000000 0,200000 0,200000 0,008000
102 1664215532 0,200000 -1,000000 0,200000 0,200000 0,008000
102 1664215531 0,200000 -1,000000 0,200000 0,200000 0,008000
102 1664215530 0,200000 -1,000000 0,200000 0,200000 0,008000
102 1664215529 0,200000 -1,000000 0,200000 0,200000 0,008000
100 1664215533 0,200000 -1,000000 0,200000 0,200000 0,008000
100 1664215532 0,200000 -1,000000 0,200000 0,200000 0,008000
100 1664215531 0,200000 -1,000000 0,200000 0,200000 0,008000
100 1664215530 0,200000 -1,000000 0,200000 0,200000 0,008000
100 1664215529 0,200000 -1,000000 0,200000 0,200000 0,008000
97 1664215533 0,200000 -1,000000 0,200000 0,200000 0,008000
97 1664215532 0,200000 -1,000000 0,200000 0,200000 0,008000
97 1664215531 0,200000 -1,000000 0,200000 0,200000 0,008000
97 1664215530 0,200000 -1,000000 0,200000 0,200000 0,008000
97 1664215529 0,200000 -1,000000 0,200000 0,200000 0,008000
97 1664215529 0,200000 -1,000000 -101,000000 0,000000 0,000000
97 1664215530 0,200000 -1,000000 -101,000000 0,000000 0,000000
97 1664215531 0,200000 -1,000000 -101,000000 0,000000 0,000000
97 1664215532 0,200000 -1,000000 -101,000000 0,000000 0,000000
97 1664215533 0,200000 -1,000000 -101,000000 0,000000 0,000000
100 1664215529 0,200000 -1,000000 -101,000000 0,000000 0,000000
100 1664215530 0,200000 -1,000000 -101,000000 0,000000 0,000000
100 1664215531 0,200000 -1,000000 -101,000000 0,000000 0,000000
100 1664215532 0,200000 -1,000000 -101,000000 0,000000 0,000000
100 1664215533 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1664215529 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1664215530 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1664215531 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1664215532 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1664215533 0,200000 -1,000000 -101,000000 0,000000 0,000000
